Unnamed,Uri,Title,Artist,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Genre_new
1703,https://open.spotify.com/track/3ryjLm3oupIjJFGc39naNi,dimple,BTS,0.612,0.8440000000000001,5,-4.694,0,0.0756,0.142,0.0,0.287,0.653,134.868,196776,4,k-pop
1704,https://open.spotify.com/track/3ryjLm3oupIjJFGc39naNi,dimple,BTS,0.612,0.8440000000000001,5,-4.694,0,0.0756,0.142,0.0,0.287,0.653,134.868,196776,4,k-pop
1705,https://open.spotify.com/track/3ryjLm3oupIjJFGc39naNi,dimple,BTS,0.612,0.8440000000000001,5,-4.694,0,0.0756,0.142,0.0,0.287,0.653,134.868,196776,4,k-pop
1706,https://open.spotify.com/track/3ryjLm3oupIjJFGc39naNi,dimple,BTS,0.612,0.8440000000000001,5,-4.694,0,0.0756,0.142,0.0,0.287,0.653,134.868,196776,4,k-pop
1707,https://open.spotify.com/track/3ryjLm3oupIjJFGc39naNi,dimple,BTS,0.612,0.8440000000000001,5,-4.694,0,0.0756,0.142,0.0,0.287,0.653,134.868,196776,4,k-pop
1708,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1709,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1710,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1711,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1712,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1713,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1714,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1715,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1716,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1717,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1718,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1719,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1720,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1721,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1722,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1723,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1724,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1725,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1726,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1727,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1728,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1729,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1730,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1731,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1732,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1733,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1734,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1735,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1736,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1737,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,for the night,Pop Smoke - Lil Baby - DaBaby,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476,4,trap
1738,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE,outnumbered,Dermot Kennedy,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,245700,4,k-pop
1739,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE,outnumbered,Dermot Kennedy,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,245700,4,k-pop
1740,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE,outnumbered,Dermot Kennedy,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,245700,4,k-pop
1741,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE,outnumbered,Dermot Kennedy,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,245700,4,k-pop
